Question_ID,Answer_ID,Question_Text,Answer_Text,Category,Parent_Answer_ID,Hierarchy_Level,Is_Selectable,Axis_Energy,Axis_Pace,Axis_Orientation,Axis_Structure,Axis_Expression,Alignment_Type,Alignment_ID,Alignment_Name,Alignment_Components,Alignment_Text
Q1_COLOR,COLOR_RED,What color feels most like your energy?,RED,COLOR,,1,TRUE,2,2,2,-1,2,,,,,
Q1_COLOR,COLOR_BLUE,What color feels most like your energy?,BLUE,COLOR,,1,TRUE,-1,-2,-1,1,-1,,,,,
Q1_COLOR,COLOR_GREEN,What color feels most like your energy?,GREEN,COLOR,,1,TRUE,0,-1,-1,1,0,,,,,
Q1_COLOR,COLOR_PURPLE,What color feels most like your energy?,PURPLE,COLOR,,1,TRUE,1,0,-1,-1,1,,,,,
Q1_COLOR,COLOR_YELLOW,What color feels most like your energy?,YELLOW,COLOR,,1,TRUE,2,1,2,-1,2,,,,,
Q1_COLOR,COLOR_ORANGE,What color feels most like your energy?,ORANGE,COLOR,,1,TRUE,2,2,2,-2,2,,,,,
Q1_COLOR,COLOR_BLACK,What color feels most like your energy?,BLACK,COLOR,,1,TRUE,0,1,1,2,-2,,,,,
Q1_COLOR,COLOR_WHITE,What color feels most like your energy?,WHITE,COLOR,,1,TRUE,-1,-2,-2,2,-2,,,,,
Q2_NAVIGATION,NAV_ACTION,Which statement feels most true about how you move through life?,I MAKE IT HAPPEN,NAVIGATION,,1,TRUE,2,2,1,2,1,,,,,
Q2_NAVIGATION,NAV_FLOW,Which statement feels most true about how you move through life?,I LET IT FLOW,NAVIGATION,,1,TRUE,-1,-2,-2,-2,-1,,,,,
Q2_NAVIGATION,NAV_HEAL,Which statement feels most true about how you move through life?,I HEAL AND MOVE ON ,NAVIGATION,,1,TRUE,-1,-1,-2,-1,0,,,,,
Q2_NAVIGATION,NAV_CREATE,Which statement feels most true about how you move through life?,I CREATE MY WORLD,NAVIGATION,,1,TRUE,1,0,-1,-1,2,,,,,
Q2_NAVIGATION,NAV_GROW,Which statement feels most true about how you move through life?,I LEARN EVERY DAY,NAVIGATION,,1,TRUE,0,-1,-1,1,-1,,,,,
Q2_NAVIGATION,NAV_LOVE,Which statement feels most true about how you move through life?,I LOVE DEEPLY,NAVIGATION,,1,TRUE,0,-1,2,-1,1,,,,,
Q2_NAVIGATION,NAV_GROUNDED,Which statement feels most true about how you move through life?,I STAY GROUNDED,NAVIGATION,,1,TRUE,-1,-2,-1,2,-2,,,,,
Q3_ENVIRONMENT,ENV_WATER,Which environment feels most like you?,OCEANS & WATER,ENVIRONMENT,,1,FALSE,,,,,,,,,,
Q3_ENVIRONMENT,ENV_WATER_BEACHES,Which environment feels most like you?,BEACHES & COASTAL SHORES,ENVIRONMENT,ENV_WATER,2,TRUE,0,-2,-2,-1,0,,,,,
Q3_ENVIRONMENT,ENV_WATER_RIVERS,Which environment feels most like you?,RIVERS & WATERFALLS,ENVIRONMENT,ENV_WATER,2,TRUE,1,1,-1,-1,1,,,,,
Q3_ENVIRONMENT,ENV_WATER_RAIN,Which environment feels most like you?,RAINY WEATHER & STORMS,ENVIRONMENT,ENV_WATER,2,TRUE,-1,-2,-2,0,-1,,,,,
Q3_ENVIRONMENT,ENV_NATURE,Which environment feels most like you?,NATURE & SOLITUDE,ENVIRONMENT,,1,FALSE,,,,,,,,,,
Q3_ENVIRONMENT,ENV_NATURE_FORESTS,Which environment feels most like you?,FORESTS & DENSE WOODS,ENVIRONMENT,ENV_NATURE,2,TRUE,-1,-2,-2,1,-1,,,,,
Q3_ENVIRONMENT,ENV_NATURE_FIELDS,Which environment feels most like you?,OPEN FIELDS & GRASSLANDS,ENVIRONMENT,ENV_NATURE,2,TRUE,1,-1,-1,-1,1,,,,,
Q3_ENVIRONMENT,ENV_NATURE_GARDENS,Which environment feels most like you?,GARDENS & BLOOMING SPACES,ENVIRONMENT,ENV_NATURE,2,TRUE,0,-1,-1,1,0,,,,,
Q3_ENVIRONMENT,ENV_MOUNTAINS,Which environment feels most like you?,MOUNTAINS & WILDERNESS,ENVIRONMENT,,1,FALSE,,,,,,,,,,
Q3_ENVIRONMENT,ENV_MOUNTAINS_SNOW,Which environment feels most like you?,SNOWY PEAKS & ICY LANDSCAPES,ENVIRONMENT,ENV_MOUNTAINS,2,TRUE,-1,-1,-2,2,-2,,,,,
Q3_ENVIRONMENT,ENV_MOUNTAINS_ROCKY,Which environment feels most like you?,ROCKY TRAILS & DEEP VALLEYS,ENVIRONMENT,ENV_MOUNTAINS,2,TRUE,1,1,-1,2,-1,,,,,
Q3_ENVIRONMENT,ENV_MOUNTAINS_RANGE,Which environment feels most like you?,WILD FOREST RANGES,ENVIRONMENT,ENV_MOUNTAINS,2,TRUE,0,0,-2,1,-1,,,,,
Q3_ENVIRONMENT,ENV_CITY,Which environment feels most like you?,CITY & NIGHTLIFE,ENVIRONMENT,,1,FALSE,,,,,,,,,,
Q3_ENVIRONMENT,ENV_CITY_DOWNTOWN,Which environment feels most like you?,DOWNTOWN ENERGY,ENVIRONMENT,ENV_CITY,2,TRUE,2,2,2,1,2,,,,,
Q3_ENVIRONMENT,ENV_CITY_ROOFTOPS,Which environment feels most like you?,ROOFTOPS & NIGHT VIEWS,ENVIRONMENT,ENV_CITY,2,TRUE,0,-1,1,0,1,,,,,
Q3_ENVIRONMENT,ENV_CITY_DRIVES,Which environment feels most like you?,LATE-NIGHT DRIVES & EMPTY SPACES,ENVIRONMENT,ENV_CITY,2,TRUE,-1,-1,-1,-1,0,,,,,
Q3_ENVIRONMENT,ENV_COZY,Which environment feels most like you?,COZY & HOME ORIENTED,ENVIRONMENT,,1,FALSE,,,,,,,,,,
Q3_ENVIRONMENT,ENV_COZY_FIREPLACE,Which environment feels most like you?,FIREPLACE COMFORT & WARM SPACES,ENVIRONMENT,ENV_COZY,2,TRUE,-1,-2,-2,1,-1,,,,,
Q3_ENVIRONMENT,ENV_COZY_BOOKS,Which environment feels most like you?,"BOOKS, TEA & SOFT LIGHTING",ENVIRONMENT,ENV_COZY,2,TRUE,-2,-2,-2,1,-2,,,,,
Q3_ENVIRONMENT,ENV_COZY_REST,Which environment feels most like you?,DEEP REST & HEALING SPACES,ENVIRONMENT,ENV_COZY,2,TRUE,-2,-2,-2,-1,-2,,,,,
Q4_EXPRESSION,EXP_ART,How do you most naturally express yourself?,ART,EXPRESSION,,1,TRUE,0,-1,-1,-1,2,,,,,
Q4_EXPRESSION,EXP_MOVEMENT,How do you most naturally express yourself?,MOVEMENT,EXPRESSION,,1,TRUE,2,2,1,-1,1,,,,,
Q4_EXPRESSION,EXP_CONVERSATION,How do you most naturally express yourself?,CONVERSATION,EXPRESSION,,1,TRUE,1,1,2,-1,2,,,,,
Q4_EXPRESSION,EXP_WRITING,How do you most naturally express yourself?,WRITING,EXPRESSION,,1,TRUE,-1,-2,-1,2,-1,,,,,
Q4_EXPRESSION,EXP_PROBLEM_SOLVING,How do you most naturally express yourself?,SOLVING,EXPRESSION,,1,TRUE,0,1,-1,2,-2,,,,,
Q4_EXPRESSION,EXP_STYLE,How do you most naturally express yourself?,STYLE,EXPRESSION,,1,TRUE,1,0,1,-1,2,,,,,
Q4_EXPRESSION,EXP_SILENCE,How do you most naturally express yourself?,SILENCE / REFLECTION,EXPRESSION,,1,TRUE,-2,-2,-2,1,-2,,,,,
Q4_EXPRESSION,EXP_HUMOR,How do you most naturally express yourself?,HUMOR / PLAY,EXPRESSION,,1,TRUE,1,1,2,-2,2,,,,,
Q5_MEDIA,MEDIA_MUSIC,What kind of media or art do you connect with most?,MUSIC,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_MUSIC_HIPHOP,What kind of media or art do you connect with most?,HIP-HOP / R&B,MEDIA,MEDIA_MUSIC,2,TRUE,2,1,1,0,2,,,,,
Q5_MEDIA,MEDIA_MUSIC_POP,What kind of media or art do you connect with most?,POP / DANCE,MEDIA,MEDIA_MUSIC,2,TRUE,2,2,1,0,2,,,,,
Q5_MEDIA,MEDIA_MUSIC_ROCK,What kind of media or art do you connect with most?,ROCK / METAL,MEDIA,MEDIA_MUSIC,2,TRUE,2,2,1,-1,2,,,,,
Q5_MEDIA,MEDIA_MUSIC_COUNTRY,What kind of media or art do you connect with most?,COUNTRY / FOLK,MEDIA,MEDIA_MUSIC,2,TRUE,0,-1,0,1,1,,,,,
Q5_MEDIA,MEDIA_MUSIC_CLASSICAL,What kind of media or art do you connect with most?,CLASSICAL / INSTRUMENTAL,MEDIA,MEDIA_MUSIC,2,TRUE,-1,-2,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_MUSIC_JAZZ,What kind of media or art do you connect with most?,JAZZ / LO-FI,MEDIA,MEDIA_MUSIC,2,TRUE,-1,-1,-1,0,-1,,,,,
Q5_MEDIA,MEDIA_MUSIC_ELECTRONIC,What kind of media or art do you connect with most?,ELECTRONIC / AMBIENT,MEDIA,MEDIA_MUSIC,2,TRUE,0,0,-1,-1,0,,,,,
Q5_MEDIA,MEDIA_FILM,What kind of media or art do you connect with most?,FILM,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_FILM_DRAMA,What kind of media or art do you connect with most?,DRAMA / EMOTIONAL (MEDIA),MEDIA,MEDIA_FILM,2,TRUE,-1,-1,-1,1,1,,,,,
Q5_MEDIA,MEDIA_FILM_COMEDY,What kind of media or art do you connect with most?,COMEDY / LIGHTHEARTED,MEDIA,MEDIA_FILM,2,TRUE,1,1,1,0,2,,,,,
Q5_MEDIA,MEDIA_FILM_DOCUMENTARY,What kind of media or art do you connect with most?,DOCUMENTARY / REAL WORLD,MEDIA,MEDIA_FILM,2,TRUE,-1,-1,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_FILM_ACTION,What kind of media or art do you connect with most?,ACTION / ADVENTURE (FILM),MEDIA,MEDIA_FILM,2,TRUE,2,2,1,0,1,,,,,
Q5_MEDIA,MEDIA_FILM_MYSTERY,What kind of media or art do you connect with most?,MYSTERY / THRILLER (FILM),MEDIA,MEDIA_FILM,2,TRUE,1,1,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_FILM_FANTASY,What kind of media or art do you connect with most?,FANTASY / SCI-FI (FILM),MEDIA,MEDIA_FILM,2,TRUE,1,1,-1,-1,1,,,,,
Q5_MEDIA,MEDIA_BOOKS,What kind of media or art do you connect with most?,BOOKS,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_BOOKS_FICTION,What kind of media or art do you connect with most?,FICTION / STORYTELLING,MEDIA,MEDIA_BOOKS,2,TRUE,0,-1,-1,0,1,,,,,
Q5_MEDIA,MEDIA_BOOKS_POETRY,What kind of media or art do you connect with most?,POETRY,MEDIA,MEDIA_BOOKS,2,TRUE,-1,-2,-1,-1,2,,,,,
Q5_MEDIA,MEDIA_BOOKS_GROWTH,What kind of media or art do you connect with most?,PERSONAL GROWTH,MEDIA,MEDIA_BOOKS,2,TRUE,0,-1,-1,2,0,,,,,
Q5_MEDIA,MEDIA_BOOKS_PHILOSOPHY,What kind of media or art do you connect with most?,PHILOSOPHY / PSYCHOLOGY,MEDIA,MEDIA_BOOKS,2,TRUE,-1,-2,-2,2,-1,,,,,
Q5_MEDIA,MEDIA_BOOKS_FANTASY,What kind of media or art do you connect with most?,FANTASY / SCI-FI (BOOKS),MEDIA,MEDIA_BOOKS,2,TRUE,1,0,-1,-1,1,,,,,
Q5_MEDIA,MEDIA_BOOKS_LEARNING,What kind of media or art do you connect with most?,NONFICTION / LEARNING,MEDIA,MEDIA_BOOKS,2,TRUE,-1,-1,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_ART,What kind of media or art do you connect with most?,ART,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_ART_ABSTRACT,What kind of media or art do you connect with most?,ABSTRACT,MEDIA,MEDIA_ART,2,TRUE,0,-1,-1,-2,2,,,,,
Q5_MEDIA,MEDIA_ART_MINIMAL,What kind of media or art do you connect with most?,MINIMAL / MODERN,MEDIA,MEDIA_ART,2,TRUE,-1,-1,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_ART_NATURE,What kind of media or art do you connect with most?,NATURE-INSPIRED,MEDIA,MEDIA_ART,2,TRUE,-1,-2,-1,0,0,,,,,
Q5_MEDIA,MEDIA_ART_CLASSIC,What kind of media or art do you connect with most?,CLASSICAL / TRADITIONAL,MEDIA,MEDIA_ART,2,TRUE,-1,-2,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_ART_SURREAL,What kind of media or art do you connect with most?,SURREAL / CONCEPTUAL,MEDIA,MEDIA_ART,2,TRUE,0,-1,-1,-2,1,,,,,
Q5_MEDIA,MEDIA_THEATER,What kind of media or art do you connect with most?,THEATER,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_THEATER_DRAMA,What kind of media or art do you connect with most?,DRAMA (THEATER),MEDIA,MEDIA_THEATER,2,TRUE,1,0,-1,1,2,,,,,
Q5_MEDIA,MEDIA_THEATER_COMEDY,What kind of media or art do you connect with most?,COMEDY,MEDIA,MEDIA_THEATER,2,TRUE,1,1,1,0,2,,,,,
Q5_MEDIA,MEDIA_THEATER_MUSICAL,What kind of media or art do you connect with most?,MUSICAL,MEDIA,MEDIA_THEATER,2,TRUE,2,2,1,0,2,,,,,
Q5_MEDIA,MEDIA_THEATER_ARTISTIC,What kind of media or art do you connect with most?,EXPERIMENTAL / ARTISTIC,MEDIA,MEDIA_THEATER,2,TRUE,0,-1,-1,-2,1,,,,,
Q5_MEDIA,MEDIA_GAMES,What kind of media or art do you connect with most?,GAMES,MEDIA,,1,FALSE,,,,,,,,,,
Q5_MEDIA,MEDIA_GAMES_RPG,What kind of media or art do you connect with most?,RPG / STORY-DRIVEN,MEDIA,MEDIA_GAMES,2,TRUE,1,0,-1,1,1,,,,,
Q5_MEDIA,MEDIA_GAMES_ACTION,What kind of media or art do you connect with most?,ACTION / SHOOTER (GAMES),MEDIA,MEDIA_GAMES,2,TRUE,2,2,1,-1,0,,,,,
Q5_MEDIA,MEDIA_GAMES_STRATEGY,What kind of media or art do you connect with most?,STRATEGY / SIMULATION,MEDIA,MEDIA_GAMES,2,TRUE,0,-1,-1,2,-1,,,,,
Q5_MEDIA,MEDIA_GAMES_ADVENTURE,What kind of media or art do you connect with most?,ADVENTURE / EXPLORATION,MEDIA,MEDIA_GAMES,2,TRUE,1,0,-1,0,1,,,,,
Q5_MEDIA,MEDIA_GAMES_HORROR,What kind of media or art do you connect with most?,HORROR / SURVIVAL,MEDIA,MEDIA_GAMES,2,TRUE,2,1,-1,1,-1,,,,,
Q6_STORY,STORY_ACTION,"If your life were a story, what kind would it feel like?",ACTION / ADVENTURE (STORY),STORY,,1,TRUE,2,2,2,-1,1,,,,,
Q6_STORY,STORY_DRAMA,"If your life were a story, what kind would it feel like?",DRAMA (STORY),STORY,,1,TRUE,-1,-1,1,-1,2,,,,,
Q6_STORY,STORY_FANTASY,"If your life were a story, what kind would it feel like?",FANTASY (STORY),STORY,,1,TRUE,1,0,-1,-2,2,,,,,
Q6_STORY,STORY_ROMANCE,"If your life were a story, what kind would it feel like?",ROMANCE,STORY,,1,TRUE,0,-1,2,-1,1,,,,,
Q6_STORY,STORY_MYSTERY,"If your life were a story, what kind would it feel like?",MYSTERY / THRILLER (STORY),STORY,,1,TRUE,1,1,-1,2,-1,,,,,
Q6_STORY,STORY_SCIFI,"If your life were a story, what kind would it feel like?",SCI-FI (STORY),STORY,,1,TRUE,1,1,-1,2,-1,,,,,
Q6_STORY,STORY_JOURNEY,"If your life were a story, what kind would it feel like?",JOURNEY,STORY,,1,TRUE,-1,-1,-1,1,-1,,,,,
Q7_RECHARGE,RECHARGE_READING,What helps you come back to yourself when your energy is low?,READING,RECHARGE,,1,TRUE,-1,-2,-2,1,-1,,,,,
Q7_RECHARGE,RECHARGE_TRAVELING,What helps you come back to yourself when your energy is low?,TRAVELING,RECHARGE,,1,TRUE,1,1,-1,-1,1,,,,,
Q7_RECHARGE,RECHARGE_MEDITATING,What helps you come back to yourself when your energy is low?,MEDITATING,RECHARGE,,1,TRUE,-2,-2,-2,1,-2,,,,,
Q7_RECHARGE,RECHARGE_CREATING,What helps you come back to yourself when your energy is low?,CREATING,RECHARGE,,1,TRUE,0,-1,-1,-1,2,,,,,
Q7_RECHARGE,RECHARGE_HELPING_OTHERS,What helps you come back to yourself when your energy is low?,HELPING OTHERS,RECHARGE,,1,TRUE,0,0,2,-1,1,,,,,
Q7_RECHARGE,RECHARGE_PLANNING,What helps you come back to yourself when your energy is low?,PLANNING,RECHARGE,,1,TRUE,-1,0,-1,2,-2,,,,,
Q7_RECHARGE,RECHARGE_EXERCISING,What helps you come back to yourself when your energy is low?,EXERCISING,RECHARGE,,1,TRUE,2,2,-1,1,-1,,,,,
Q7_RECHARGE,RECHARGE_LEARNING,What helps you come back to yourself when your energy is low?,LEARNING,RECHARGE,,1,TRUE,0,-1,-1,1,-1,,,,,
Q8_PATTERN,PATTERN_CALM,Which emotional pattern best reflects your general rhythm over time?,CALM,PATTERN,,1,TRUE,-2,-2,-1,1,-1,,,,,
Q8_PATTERN,PATTERN_EXCITED,Which emotional pattern best reflects your general rhythm over time?,EXCITED,PATTERN,,1,TRUE,2,2,1,-1,2,,,,,
Q8_PATTERN,PATTERN_UNCERTAIN,Which emotional pattern best reflects your general rhythm over time?,UNCERTAIN,PATTERN,,1,TRUE,-1,-1,-2,-1,-1,,,,,
Q8_PATTERN,PATTERN_HOPEFUL,Which emotional pattern best reflects your general rhythm over time?,HOPEFUL,PATTERN,,1,TRUE,1,1,1,-1,1,,,,,
Q8_PATTERN,PATTERN_DRIVEN,Which emotional pattern best reflects your general rhythm over time?,DRIVEN,PATTERN,,1,TRUE,2,2,1,2,-1,,,,,
Q8_PATTERN,PATTERN_TIRED,Which emotional pattern best reflects your general rhythm over time?,TIRED,PATTERN,,1,TRUE,-2,-2,-2,-1,-2,,,,,
Q8_PATTERN,PATTERN_GRATEFUL,Which emotional pattern best reflects your general rhythm over time?,GRATEFUL,PATTERN,,1,TRUE,0,-1,1,-1,1,,,,,
Q8_PATTERN,PATTERN_SENSITIVE,Which emotional pattern best reflects your general rhythm over time?,SENSITIVE,PATTERN,,1,TRUE,-1,-1,-1,-1,2,,,,,
Q9_GOAL,GOAL_CONFIDENCE_INTENTION,What are you most working toward right now?,CONFIDENCE AND INTENTION,GOAL,,1,TRUE,1,1,1,0,1,,,,,
Q9_GOAL,GOAL_DISCIPLINE_FOCUS,What are you most working toward right now?,DISCIPLINE AND FOCUS,GOAL,,1,TRUE,0,0,1,2,-1,,,,,
Q9_GOAL,GOAL_INNER_PEACE,What are you most working toward right now?,INNER  PEACE AND BALANCE,GOAL,,1,TRUE,-1,-2,-1,1,-1,,,,,
Q9_GOAL,GOAL_LOVE,What are you most working toward right now?,LOVE AND CONNECTION,GOAL,,1,TRUE,0,-1,2,-1,2,,,,,
Q9_GOAL,GOAL_JOY,What are you most working toward right now?,JOY AND HAPPINESS,GOAL,,1,TRUE,2,1,1,-1,2,,,,,
Q9_GOAL,GOAL_ACCEPTANCE,What are you most working toward right now?,SELF WORTH AND ACCEPTANCE,GOAL,,1,TRUE,1,1,1,-1,-1,,,,,
Q10_RESTRAINT,RESTRAINT_DOUBT,What tends to hold you back the most?,DOUBT,RESTRAINT,,1,TRUE,-1,-1,-1,0,-1,,,,,
Q10_RESTRAINT,RESTRAINT_DISTRACTION,What tends to hold you back the most?,DISTRACTION,RESTRAINT,,1,TRUE,1,2,-2,-2,0,,,,,
Q10_RESTRAINT,RESTRAINT_FEAR,What tends to hold you back the most?,FEAR,RESTRAINT,,1,TRUE,-2,-2,-1,1,-2,,,,,
Q10_RESTRAINT,RESTRAINT_BURNOUT,What tends to hold you back the most?,BURNOUT,RESTRAINT,,1,TRUE,-2,-2,-1,-1,-2,,,,,
Q10_RESTRAINT,RESTRAINT_OVERTHINKING,What tends to hold you back the most?,OVERTHINKING,RESTRAINT,,1,TRUE,-1,-2,1,2,-2,,,,,
Q10_RESTRAINT,RESTRAINT_GUILT,What tends to hold you back the most?,GUILT,RESTRAINT,,1,TRUE,-1,-1,-1,1,-1,,,,,
Q10_RESTRAINT,RESTRAINT_BOREDOM,What tends to hold you back the most?,BOREDOM,RESTRAINT,,1,TRUE,-1,-1,-1,-1,-1,,,,,
Q10_RESTRAINT,RESTRAINT_INCONSISTENCY,What tends to hold you back the most?,INCONSISTENCY,RESTRAINT,,1,TRUE,0,1,-2,-2,0,,,,,
,,,,COLOR,,,FALSE,2,2,2,-1,2,SOLO,SOLO_RED,Red - The Pulse of Intention,COLOR_RED,"Red does not wait for certainty; it creates it. It moves by instinct, fueled by passion, sharpened by will. Every step forward is a declaration. I am here, and I am becoming. When guided with purpose, Red becomes unstoppable heat: not chaos, but force."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_YELLOW,Red and Yellow -  Synergy of Drive and Clarity,COLOR_RED+COLOR_YELLOW,"When Red’s determination meets Yellow’s clarity, ambition gains focus. Their union creates confident energy that acts with awareness. Bold enough to lead, bright enough to adapt. Together, they embody decisive optimism: the will to move forward and the insight to know where to go."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_ORANGE,Red and Orange – Synergy of Courage and Joy,COLOR_RED+COLOR_ORANGE,"When Red’s power meets Orange’s warmth, action becomes expression. Their energy is fearless, social, and creative, the drive to begin, paired with the joy to of accomplishment. Together, they ignite momentum that feels alive, adventurous, and ready to make things happen."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_BLACK,Red and Black – Synergy of Power and Precision,COLOR_RED+COLOR_BLACK,"When Red’s fire meets Black’s discipline, energy becomes command. This pairing channels emotion into mastery, the courage to act, refined by strategy. Together they embody authority with direction, intensity with intent. It’s confidence sharpened to a point: bold, composed, and undeniably present."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_MUSIC_ROCK,Red and Rock/Metal – Synergy of Passion and Rebellion,COLOR_RED+MEDIA_MUSIC_ROCK,"When Red’s raw drive meets the pulse of Rock and Metal, emotion becomes an anthem. It’s the sound of bold defiance, unfiltered feeling turned into rhythm and movement. This synergy thrives on authenticity, intensity, and release. It doesn’t just speak; it roars. A declaration of power, purpose, and unapologetic truth."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_MUSIC_HIPHOP,Red and Hip-Hop / R&B - Synergy of Passion and Voice,COLOR_RED+MEDIA_MUSIC_HIPHOP,"When Red’s fire meets the rhythm and soul of Hip-Hop and R&B, emotion finds its voice. This energy moves through sound and story. Confident, vulnerable, and alive. It’s the will to stand out paired with the rhythm to connect. Together they transform raw feeling into flow, turning every heartbeat into a statement of strength and self."
,,,,,,,,,,,,,SYNERGY,SYNERGY_RED_ENV_CITY_DOWNTOWN,Red and Downtown Energy – Synergy of Ambition and Presence,COLOR_RED+ENV_CITY_DOWNTOWN,"When Red’s intensity merges with Downtown’s pulse, confidence becomes currency. It’s the energy of motion; bright lights, quick steps, and unshaken focus. Together they create forward momentum that feels magnetic and alive. This is Red at its most refined: powerful, social, and built to make an impression that lingers."
,,,,,,,,,,,,,HARMONY,HARMONY_RED_BLUE,Red and Blue – Harmony of Passion and Peace,COLOR_RED+COLOR_BLUE,"When Red’s intensity meets Blue’s calm, drive finds direction. Blue cools Red’s heat without extinguishing it, giving emotion space to think and purpose room to breathe. Together they form a steady, intentional rhythm. Action guided by awareness, passion balanced by patience."
,,,,,,,,,,,,,HARMONY,HARMONY_RED_WHITE,Red and White – Harmony of Strength and Clarity,COLOR_RED+COLOR_WHITE,"When Red’s force meets White’s clarity, power becomes purpose. White clears the noise around Red’s energy, sharpening its focus and elevating its intent. This balance transforms impulse into intention. Confidence that shines clean, steady, and true."
,,,,,,,,,,,,,HARMONY,HARMONY_RED_MUSIC_JAZZ,Red and Jazz / Lo-Fi – Harmony of Passion and Flow,COLOR_RED+MEDIA_MUSIC_JAZZ,"When Red’s drive meets the smooth pulse of Jazz and Lo-Fi, intensity finds ease. The energy doesn’t fade,  it refines. Red’s urgency learns to move with tempo, turning restless motion into steady groove. Together they create focus through feeling. A fire that hums instead of roars, purpose that sways instead of storms."
,,,,,,,,,,,,,HARMONY,HARMONY_RED_RECHARGE_MEDITATING,Red and Meditation – Harmony of Energy and Stillness,COLOR_RED+RECHARGE_MEDITATING,"When Red’s vitality meets the calm of Meditation, action gains awareness. The fire remains, but it’s centered, no longer reaching outward, but radiating inward. This harmony transforms passion into peace, focus into presence, and effort into flow. It’s the art of doing without losing the quiet within."
,,,,,,,,,,,,,HARMONY,HARMONY_RED_PATTERN_CALM,Red and Calm – Harmony of Strength and Stillness,COLOR_RED+PATTERN_CALM,"When Red’s intensity meets Calm’s quiet, power learns patience. The energy slows but never weakens, it listens between beats. This harmony turns urgency into intention, transforming Red’s heat into warmth that endures. Together they embody quiet confidence, the kind that doesn’t shout to be seen."
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
